0.0,1.9306513143208546,0.124917260116
10.0,1.9378577185586765,0.0628768858946
-10.0,0.9036091781037651,0.0286445935165
20.0,1.6509098120665964,0.0292255738435
-20.0,1.5848412992461653,0.0226649898498
30.0,1.4746647890416889,0.0182173859554
-30.0,1.4673517492343413,0.0156825787307
40.0,0.9730805854709217,0.0111280659049
-40.0,1.269131630037233,0.0112637761027
50.0,0.9043173022439056,0.00872573835275
-50.0,0.7980134186467077,0.00732238860359
60.0,0.5234199094686438,0.00539068110848
-60.0,0.6315765151297028,0.00550366985077
70.0,0.2857948913521033,0.00344566736576
-70.0,0.3313569317446434,0.00355071596422
80.0,0.1935873036521794,0.0025303882711
-80.0,0.15533865212227246,0.00217049952934
90.0,0.08479426860819442,0.00147990679486
-90.0,0.16353053003624143,0.00189213367676
